X,Y,OBJECTID,id,address,downtown,srcid_t,srcid_i,edit_date,ftype,subtype,loc_type,loc_meth,street_tag,city,state,zipcode,x_coord,y_coord,alias1,nghbrhd,cncldst,stfid_blk,plcdst_no,plcdst,usng,cntct_nme,cntct_phn,cntct_dpt,name,gis_id,globalid,url,GlobalID_2
1415144.18678715,598457.128797735,122,117,2140 McCulloh St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1415144.18678753,598457.1287966,Designated Landmarks,Druid Heights,11,245101403001009,1,CENTRAL,18S UJ 58894 52383,Jamie Williams,4103964106,Department of Planning,Fire Engine Company No. 25,38_126,{B76AB525-8AB8-4417-8EB3-6D2F4698D554},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,6962efbe-fc11-4c81-ab92-dec3853bf464
1413494.66580799,598591.034041727,123,118,2426 Pennsylvania Ave,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413494.66580836,598591.0340406,Designated Landmarks,Penn North,7,245101501001001,7,WESTERN,18S UJ 58393 52434,Jamie Williams,4103964106,Department of Planning,Arch Social Club,38_127,{E8CF07D6-D286-4AE0-AEF4-47FB14B08543},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,29021df9-06a8-4e4c-a489-aa96eb12d081
1426645.82749775,589559.948101323,124,119,516-524 S Dallas St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21231,1426645.82749811,589559.94810018,Designated Landmarks,Fells Point,1,24510203002003,2,SOUTHEASTERN,18S UJ 62339 49594,Jamie Williams,4103964106,Department of Planning,Douglass Place,38_128,{6F86AE60-D907-44AA-83E9-E87FACEAEEBA},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,4b19f83c-e5cc-425e-9825-a411f4693a9a
1412834.71535624,590825.786120812,125,120,1 N Fulton St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21223,1412834.7153566,590825.78611968,Designated Landmarks,Franklin Square,9,245101901003005,7,WESTERN,18S UJ 58139 50073,Jamie Williams,4103964106,Department of Planning,Divine Mission Apostolic Church,38_129,{849EEDE7-2725-423A-A3AE-4EB0548C5A61},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,35aafeb3-6396-449a-871d-eaf4ce4d63f8
1433818.69372941,609089.68791315,126,121,4319 Arabia Ave,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21214,1433818.69372977,609089.68791201,Designated Landmarks,Beverly Hills,3,245102702001007,4,NORTHEASTERN,18S UJ 64656 55496,Jamie Williams,4103964106,Department of Planning,Weaver House,38_130,{AB0572B9-0508-49DC-94A1-3A18C973CA15},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,e8156f46-72ac-47c5-948f-bac355f54ae8
1420468.11347525,607996.538852719,127,122,3807 N Charles St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21218,1420468.11347561,607996.5388516,Designated Landmarks,Guilford,14,245101201002005,5,NORTHERN,18S UJ 60581 55253,Jamie Williams,4103964106,Department of Planning,First English Lutheran Church,38_131,{844D610E-DDBD-458A-826A-CE12C9DAAD7E},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,572877f8-2e32-40ad-887b-980e98f7c78a
1418875.73903533,575930.986514136,128,123,801 Bridgeview Rd,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21225,1418875.7390357,575930.98651301,Designated Landmarks,Cherry Hill,10,245102502041002,9,SOUTHERN,18S UJ 59880 45494,Jamie Williams,4103964106,Department of Planning,Cherry Hill Elementary School #159,38_132,{3F5F2770-F2B7-4F84-8013-8C2EB9F4DCB1},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,cc58c022-7221-4c98-8137-c192eb0f6b79
1417528.24960432,605208.411883091,129,124,3324 Keswick Rd,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21211,1417528.24960469,605208.41188193,Designated Landmarks,Hampden,7,245101306001006,5,NORTHERN,18S UJ 59666 54424,Jamie Williams,4103964106,Department of Planning,Schwing Motor Company Building,38_133,{A93EBD3B-DE21-45DD-AECB-48CBBAA85970},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,b4c7db0d-7775-4005-8f42-92d706439ebe
1402659.09036633,598147.954547307,130,125,3706 Nortonia Rd,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21216,1402659.09036669,598147.95454618,Designated Landmarks,Fairmont,7,245101509004016,8,SOUTHWESTERN,18S UJ 55088 52372,Jamie Williams,4103964106,Department of Planning,The Mount,38_134,{22A9C019-4DD2-430E-A1A4-BC80F4424C3B},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,4069dd80-1323-4ac2-8022-7dbe8b1e3b73
1423332.19075231,584262.752659,131,136,301 E Randall St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21230,1423332.19075268,584262.75265786,Designated Landmarks,Riverside,10,245102404003000,9,SOUTHERN,18S UJ 61294 48003,Jamie Williams,4103964106,Department of Planning,Riverside Park,38_135,{B6E48CE2-AB36-4AC0-8070-F8C808B5AF29},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,9642c28e-33a3-4a23-8b7c-2a82dd10c642
1429217.00181733,598567.574771089,132,134,1701 N Gay St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21213,1429217.00181769,598567.57476994,Designated Landmarks,Broadway East,13,24510802004004,3,EASTERN,18S UJ 63183 52322,Jamie Williams,4103964106,Department of Planning,Ameican Brewery,38_136,{1E9A5594-ED1F-407E-B4C8-A06080FF822B},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,1e4e9f02-a399-47ce-979c-acf2289318ea
1416212.30177691,594367.655677492,133,138,811 W Lanvale St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1416212.30177727,594367.65567635,Designated Landmarks,Upton,11,245101703001008,1,CENTRAL,18S UJ 59192 51129,Jamie Williams,4103964106,Department of Planning,Upton Mansion,38_137,{65B808DA-998E-4552-8B2F-02D13B360A10},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5727731b-74b2-4f03-be4f-7f63368bfdf5
1415580.33584924,610059.216485914,134,137,4210 Roland Ave,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21211,1415580.33584961,610059.21648477,Designated Landmarks,Roland Park,7,245101307005000,5,NORTHERN,18S UJ 59105 55915,Jamie Williams,4103964106,Department of Planning,Roland Park Water Tower,38_138,{5E67CCDE-B360-443A-B6B6-2025FCA54546},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,55cab04e-afe1-4800-aedf-a138b553a956
1431202.86300306,612922.080838912,135,135,2302 Montebello Terrace,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21214,1431202.86300345,612922.08083777,Designated Landmarks,Morgan Park,3,245102703013006,4,NORTHEASTERN,18S UJ 63884 56682,Jamie Williams,4103964106,Department of Planning,W.E.B. DuBois House,38_139,{928B12CC-AB04-450A-9F0A-503542BEC31E},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,da23df43-1077-4c55-88ad-05fc79675a17
1418013.51930307,597190.732708484,136,139,"1400-1420 Mason, 300-310 & 236-250 W Lafayette, and 1401-1421 Jordon",N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1418013.51930344,597190.73270735,Designated Landmarks,Bolton Hill,11,245101401003005,0,CENTRAL,18S UJ 59760 51977,Jamie Williams,4103964106,Department of Planning,Bolton Square, ,{0D9FBC0E-D92A-41BA-8237-0FE788966E92},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,93961194-40ae-41fd-a598-cd418035bbf6
1419121.729357,609298.349569321,137,140,200 Tuscany Road,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21210,1419121.72935736,609298.34956818,Designated Landmarks,Tuscany-Canterbury,14,245101201003001,5,NORTHERN,18S UJ 60179 55659,Jamie Williams,4103964106,Department of Planning,Castalia,38_140,{AE70255B-130D-474A-ACB0-8F980C228925},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,98791c51-10ca-4502-9f76-0db32a84fafe
1427954.21103582,588988.506330816,138,146,708 S Ann St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21231,1427954.21103619,588988.50632968,Designated Landmarks,Fells Point,1,24510203001022,2,SOUTHEASTERN,18S UJ 62734 49411,Jamie Williams,4103964106,Department of Planning,St. Stanislaus Kostka Church,38_141,{F6EE8387-6917-44A5-ACD5-57C2DC1CBD93},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,4d32622f-458a-4f90-9e96-8748ac66c9a0
1427848.78145666,589081.594071144,139,148,1733 Aliceanna St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21231,1427848.78145702,589081.59407001,Designated Landmarks,Fells Point,1,24510203001022,2,SOUTHEASTERN,18S UJ 62702 49441,Jamie Williams,4103964106,Department of Planning,Four Bay House,38_142,{9EE8B3DD-0C54-4803-92AB-31006F49D1B0},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,bd41ea2c-742b-4867-b1ea-b4fbcecd546a
1421190.05199199,599438.384381166,140,143,1920 Saint Paul Street,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21218,1421190.05199236,599438.38438001,Designated Landmarks,Charles North,12,245101206003021,1,CENTRAL,18S UJ 60743 52641,Jamie Williams,4103964106,Department of Planning,St. Mark’s Evangelical Lutheran Church,38_143,{601BC4C1-FD75-45BA-A698-FB49A6A38981},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,999705cc-e4f9-49a2-8236-9ac857b64cdf
1434692.76120698,606148.541892584,141,149,3906 Parkside Drive,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21206,1434692.76120736,606148.54189144,Designated Landmarks,Arcadia,3,245102701012000,4,NORTHEASTERN,18S UJ 64902 54594,Jamie Williams,4103964106,Department of Planning,Dr. Giering House,38_144,{D1B32A46-C916-4C25-9799-F360100B1F7F},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,045794d8-ac97-4893-a2b3-49468c42b29d
1425226.83033574,597975.691112343,142,151,1508 Harford Road,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21202,1425226.83033611,597975.69111119,Designated Landmarks,Oliver,12,24510909003001,3,EASTERN,18S UJ 61963 52168,Jamie Williams,4103964106,Department of Planning,Harford Commons (William Fuld Company),38_145,{4014BBB4-F07D-4FE1-8EBA-C7B3E1553513},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5e7dd813-65a7-47db-bf35-2e91e33467d3
1408564.82953906,595777.791636733,143,150,2620 Winchester Street,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21216,1408564.82953945,595777.7916356,Designated Landmarks,Bridgeview/Greenlawn,9,245101605001002,7,WESTERN,18S UJ 56872 51610,Jamie Williams,4103964106,Department of Planning,Melvin Cade Armory,38_146,{38AAF4DF-2700-4155-859D-8C3B0C0FE486},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ee0036c8-61ea-47fa-9114-7ea9e8779171
1425010.27007331,596620.369347901,144,145,1201 Harford Road,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21202,1425010.2700737,596620.36934676,Designated Landmarks,Oliver,12,245101001002000,3,EASTERN,18S UJ 61888 51757,Jamie Williams,4103964106,Department of Planning,Nazarene Baptist Church,38_147,{CB2E97C9-70CF-4536-AB51-66CFB24D92C6},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,c1b0396e-a6b9-4678-9dcc-e63a8481bd3d
1419366.89815798,594871.549682828,145,141,816 N Eutaw Street,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21201,1419366.89815836,594871.54968169,Designated Landmarks,Seton Hill,11,245101701001002,1,CENTRAL,18S UJ 60157 51262,Jamie Williams,4103964106,Department of Planning,Mount Calvary Church,38_148,{4A8B54AA-F466-41D0-B80C-64D74F5C6546},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,27fe4844-3a4e-4e3a-b0ca-e5d6f6a59e5d
1427987.24180966,598210.114856068,146,142,1901 E Federal St,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21213,1427987.24181002,598210.11485493,Designated Landmarks,Broadway East,12,24510807001004,3,EASTERN,18S UJ 62806 52221,Jamie Williams,4103964106,Department of Planning,Saint Paul Community Baptist Church,38_149,{02BAFF95-7FFF-4C9C-9552-B576CF884761},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,00747a64-4a8d-4758-ad27-1c415aeecfdb
1420931.60828315,584213.249805254,147,147,107 West Heath Street,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21230,1420931.60828352,584213.2498041,Designated Landmarks,SBIC,10,245102303002010,9,SOUTHERN,18S UJ 60562 48004,Jamie Williams,4103964106,Department of Planning,Raffel Building,38_150,{513CFCB9-72CD-4F53-A955-E64B2FD464BD},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,9f09becb-9eb9-44a5-a17c-4a864f8b39c0
1413625.13798798,596959.993340571,148,153,1501 Presstman St,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413625.13798836,596959.99333943,Designated Landmarks,Sandtown-Winchester,7,245101501003006,0,WESTERN,18S UJ 58421 51937,Jamie Williams,4103964106,Department of Planning,Ann Wiggins Brown House, ,{8DFD3155-E104-459A-8DF2-0A1460171B13},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,a1942242-aa19-41e6-a210-a3fc8309a911
1420504.17081783,591934.364612309,149,154,117 W Lexington St,Y, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21201,1420504.17081819,591934.36461119,Designated Landmarks,Downtown,11,24510401002037,0,CENTRAL,18S UJ 60484 50359,Jamie Williams,4103964106,Department of Planning,Kresge Building, ,{3CD1E787-A9A8-4A9E-9DFF-9F1B9259AF1B},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,821ab7ad-50ca-4a72-a324-5e2ba0e25c19
1415500.5354839,594378.964053841,150,155,801 N Arlington Ave,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1415519.28544678,594493.54748493,Designated Landmarks,Harlem Park,11,245101601003000,0,WESTERN,18S UJ 58982 51172,Jamie Williams,4103964106,Department of Planning,Sellers Mansion, ,{9BBB9299-C3B0-4B06-9EC0-53E8983FE701},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,3f1c2c79-6295-4f5b-9d83-2c3434565e0f
1414941.15077589,602361.087197147,151,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1414941.15077628,602361.08719602,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58859 53573,Jamie Williams,4103964106,Department of Planning,Latrobe Pavilion, ,{1D33823D-332B-49C0-831B-9EEB9916DAE4},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,3892525b-3bac-46ba-bd03-77171377b4ee
1411367.60149257,603288.352731055,152,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1411367.60149294,603288.35272993,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 57776 53880,Jamie Williams,4103964106,Department of Planning,Council Grove Pavilion, ,{51A04019-47DC-4735-8165-7DAF06F82F61},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5ed0d158-1409-42f2-9056-2ed4e6090846
1412555.93966707,601816.152919572,153,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1412555.93966745,601816.15291844,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58128 53423,Jamie Williams,4103964106,Department of Planning,Conservatory, ,{895D0D5D-20BC-466D-A99F-A1D359072574},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,1ac74990-0380-448d-a894-2492beb3ad3e
1413463.5749909,601217.113763309,154,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413463.57499127,601217.11376218,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58401 53235,Jamie Williams,4103964106,Department of Planning,Chinese Pavilion, ,{F5B891E6-C4E8-4007-970E-BCF84AB92BEA},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,7879a3d9-b40a-4b53-bfcc-c0547bec200e
1414078.64528309,600591.246248666,155,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1414078.64528345,600591.24624751,Designated Landmarks,Reservoir Hill,7,245101304003001,0,NORTHERN,18S UJ 58584 53040,Jamie Williams,4103964106,Department of Planning,Archway over Madison St Entrance, ,{3857A6C2-F2E2-4705-A7AD-113B214DDF30},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,10cd8373-c6f7-4d60-b013-7a02219e3c69
1412169.82889074,603585.138226725,156,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1412169.82889111,603585.1382256,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58023 53965,Jamie Williams,4103964106,Department of Planning,Mansion House, ,{815702E2-EDA0-4F46-892A-D2869D5DAA1A},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,a388de50-f8bd-4e8d-bd74-926c2a8acf00
1412022.58837156,602795.294662069,157,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1412022.58837195,602795.29466094,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 57972 53725,Jamie Williams,4103964106,Department of Planning,Boat House, ,{55962FD6-8EC6-4F05-9F40-934A1A33EAA0},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,26c80207-4c1f-4796-b328-9758333692ba
1413648.10710216,601468.168379298,158,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413648.10710253,601468.16837818,Designated Landmarks,Reservoir Hill,7,245101304001000,0,NORTHERN,18S UJ 58459 53310,Jamie Williams,4103964106,Department of Planning,Chess & Checkers Pavilion, ,{DC2CE173-FCA5-4CAC-86BC-84D3655EDD49},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ef464054-48c7-4c7c-9c5a-b264ff59b23b
1413138.64158565,604343.410660329,159,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413138.64158602,604343.41065919,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58323 54190,Jamie Williams,4103964106,Department of Planning,Octagonal Pavilion, ,{DCC5E4C7-974E-442C-B2CC-ED29D4F36008},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,e8f22be6-45c3-4e26-9ac4-c0442d2131ed
1411408.08631973,602506.885790071,160,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1411408.0863201,602506.88578893,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 57783 53642,Jamie Williams,4103964106,Department of Planning,Unnamed Pavilion #1, ,{8E0082B5-DBD6-4979-A519-692D59622A79},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ad5cdaaa-135e-40ed-b25d-49f9c1ee487e
1411855.46633049,603115.532538661,161,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1411855.46633086,603115.53253752,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 57924 53824,Jamie Williams,4103964106,Department of Planning,Unnamed Pavilion #2, ,{05EBF35D-595D-4284-81E1-6E57088A0C7D},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,0c1c1dd1-55ea-455f-94de-a4d7d90ff96a
1413495.58969065,602698.185932394,162,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1413495.58969103,602698.18593126,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58421 53686,Jamie Williams,4103964106,Department of Planning,Unnamed Pavilion #4, ,{DE5D0E7A-A149-4DC0-844C-208E2002F3F1},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5c3a383e-a65c-445c-95a0-077eede521e9
1414132.12417873,602397.484105977,163,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1414132.12417911,602397.48410485,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58612 53590,Jamie Williams,4103964106,Department of Planning,Unnamed Pavilion #5, ,{08242620-59BA-4255-9E59-52F32DDBEC5E},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,8ffe04af-3dbc-4062-8f5b-3e517bc35434
1412139.85093233,603761.045027143,164,23,Druid Hill Park,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21217,1412139.85093269,603761.04502601,Designated Landmarks,Druid Hill Park,7,245101304001000,0,NORTHERN,18S UJ 58015 54019,Jamie Williams,4103964106,Department of Planning,Unnamed Pavilion #3, ,{6985BC95-F763-476D-A44F-2414A8A64503},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,99e35a0b-8e0e-474b-a016-aae08c96accd
1424863.03972474,589259.164254066,165,152,601 S President St,N, ,0,2010/11/16 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21202,1424863.03972511,589259.16425293,Designated Landmarks,Inner Harbor,1,24510302003026,0,SOUTHEASTERN,18S UJ 61794 49515,Jamie Williams,4103964106,Department of Planning,President Street Station, ,{55A52B5A-7290-48D5-B462-398324DC73B3},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5bc9659b-d827-4f59-ae83-341eea28f056
1422742.04560716,604643.730597734,166,156,3100 Greenmount Ave,N, ,0,,0, , , , , , ,21218,1422742.04560752,604643.7305966, ,Abell, , ,0,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Waverly Town Hall, ,{7C750052-90C5-44E4-A509-607EFB3C7AA4},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ab0788b4-1890-452b-a886-e70be1372b5e
1419859.0369375,593322.354618507,167,157,300 W Franklin Street,Y, ,0,,0, , , , , , ,21201,1419859.03693786,593322.35461735, ,Downtown, , ,0,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Franklin-Delphey Hotel, ,{3D5BB937-014C-497C-B9A4-07F0B7B9897F},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,3c009679-8bbd-4f23-818a-f167f1336979
1421324.53236606,592086.39482008,168,158,221-227 N Charles St,Y, ,0,,0, , , , , , ,21201,1421324.53236644,592086.39481893, ,Downtown, , ,0,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Grand Masonic Temple, ,{A702B29D-882E-41B2-BF2A-BEE92E699026},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ab743e6b-b461-4f4c-9403-5b7e56b14737
1419806.06722716,593385.413875568,169,159,506 N Howard St,Y, ,0,,0, , , , , , ,21201,1419806.06722753,593385.41387443, ,Downtown, , ,0,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Mayfair Theater, ,{B4594D01-FCED-45FD-926F-345D117E7B58},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,39e670f6-1a9e-4a51-bf7f-ccee014d10bd
1421385.06899041,591052.224316245,170,160,11 S Charles St,Y, ,0,,0, , , , , , ,21201,1421385.06899078,591052.2243151, ,Downtown, , ,0,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Hansa Haus, ,{822A98E5-E4F7-450E-AEB8-7334AB0F6A4D},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,c15e1cfb-cc47-40cc-a502-fc048ad8d5f6
1422183.35577965,607215.857015142,171,161,223 Chancery Rd,N, ,0,,0, , , , , , ,21218,1422183.35578002,607215.85701401, ,Guilford, , ,0,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Grace Turnbull House, ,{CDC6B113-F7B2-4DB5-86A3-461F00FA72F8},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,a495dd5b-7e51-442e-aa46-271927a7e7aa
1416375.19285532,590758.956201981,172,162,16 S Poppleton St,N, ,0,,0, , , , , , ,21201,1416375.19285569,590758.95620085, ,Hollins Market, , ,0,SOUTHERN, ,Jamie Williams,4103964106,Department of Planning,St. Peter the Apostle Church Complex, ,{9744D87B-CD3A-4DC8-B087-0D44947029A6},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,2e2f39a5-c691-4880-99e5-e1098e58a749
1416583.61501064,590771.139576572,173,162,11 S Poppleton St,N, ,0,,0, , , , , , ,21201,1416583.61501102,590771.13957543, ,Hollins Market, , ,0,SOUTHERN, ,Jamie Williams,4103964106,Department of Planning,St. Peter the Apostle Church Complex, ,{9CADB18E-A4BA-4CB4-BFFD-ECC53948F666},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,2b203842-ed7f-4a7f-ac7a-d8ebbe19e8b2
